日付,タイトル,本文,画像URL1,画像URL2,画像URL3
令和７年３月１８日,中等王,３月１８日に、生徒会主催のイベント「中等王」が開催されました。昨年度までは各チューター同士が争う形での開催でしたが、今年度は全員が楽しむことを目標に、５学年が入り混じっての活動となりました。生徒会が作成した動画や、グループ分けゲーム、○×ゲームで大いに盛り上がりました。,https://lh4.googleusercontent.com/1VI5TPaojZtzYIV5c2V0vMUSebwwTaioP32msPs4fs0eujMKl5v8jGf60y95RRX3vZObHmCkXttqUaGFwuMyWrHq0tUs0p4C2qSzhTfCinN2B5uJmKnXrosS0uUjMZP2jQ=w1280,https://lh6.googleusercontent.com/M-e_d7bVOFetHQpg-z8MjBjyr7Jx9dj5zZjn4ReMCd3STRF837lnuOEBsj4-GZaAmWaD-vXhZIXYgun9DuTHQmG2mL65HcHdqE9DEHP-qoaiMvAPRzsXgIQdjxPHXMOpQA=w1280,https://lh6.googleusercontent.com/INnEAdVz-OoKkQxzospw-jFhaojisftECteFvN3L9PSv07xhdINqcgwMG_x3vGoCpNeXHq-gKIzkgRlT1l2z6TO1MQ_ESRB65IX352hFILNdCMTAuwyjy9dHPH1F1DU2KA=w1280
令和７年３月１８日,第３回防災避難訓練,今年度、最後の防災避難訓練を実施いたしました。今回は、地震と火災を想定して行いました。雨天のためアリーナでの避難となりましたが、生徒の皆様も教職員も臨機応変に対応し、静かに避難することができました。講師として西消防署の方をお招きし、消火器の使い方や命を守る行動について教えていただきました。質疑応答の時間では、たくさんの生徒の皆様が質問をしていて、有意義な時間になりました。来年度も訓練を繰り返し行い、防災意識を高めていきたいと思います。,https://lh4.googleusercontent.com/1VI5TPaojZtzYIV5c2V0vMUSebwwTaioP32msPs4fs0eujMKl5v8jGf60y95RRX3vZObHmCkXttqUaGFwuMyWrHq0tUs0p4C2qSzhTfCinN2B5uJmKnXrosS0uUjMZP2jQ=w1280,https://lh6.googleusercontent.com/M-e_d7bVOFetHQpg-z8MjBjyr7Jx9dj5zZjn4ReMCd3STRF837lnuOEBsj4-GZaAmWaD-vXhZIXYgun9DuTHQmG2mL65HcHdqE9DEHP-qoaiMvAPRzsXgIQdjxPHXMOpQA=w1280,https://lh6.googleusercontent.com/INnEAdVz-OoKkQxzospw-jFhaojisftECteFvN3L9PSv07xhdINqcgwMG_x3vGoCpNeXHq-gKIzkgRlT1l2z6TO1MQ_ESRB65IX352hFILNdCMTAuwyjy9dHPH1F1DU2KA=w1280
令和７年３月２８日,離任式,３月２８日（金）に、離任式が行われました。離任する教職員からは、下関中等教育学校で過ごした日々の思い出や生徒の皆様へのメッセージが語られました。生徒代表からは花束が贈呈され、学校を去る教職員への感謝の言葉が述べられました。少し寂しい下関中等教育学校となりますが、離任される皆様がこれまでの経験と知識を活かし、それぞれの新天地でご活躍されますことを祈っております。,https://lh6.googleusercontent.com/ESyu8QczSV354Sm5gNY32AlKTEbrhXkV83Ivg7TEucDhO6uz43jdH1fImu7V01WDOwBj6SXqPkazVyqqI7EQWfDVlCbsH6II09-4N9M4H7hJKGQaAxoj8r8et7PYGQYFZQ=w1280,https://lh4.googleusercontent.com/NO3CLwB7ObRHoONLw5cuP2wb7tjjv2K70CBpEWATpL3oof3X3lTgAQnHAvfPHywtdoXmx14zv5vPj-j7bqt_PminbJasA5Wn7G29SNnYj43_mCe6E-LwLTdR2v9iKtmX_Q=w1280,https://lh5.googleusercontent.com/TYAelFhe4e4xehEEpk9M_4M7f_EsUfwAHOXGIxlKcWe7E5Wel7cOnN8sscxr0S80ke3U11akQUHQv1ThVMDFuTzN3nd5o42HmQtx3oaMhBOL9S2uxBPcIDaIDM_1elkN8g=w1280
令和７年４月４日,ダンス部歓迎の舞,本校ダンス部が新着任の教職員の皆様に向けて歓迎の舞を披露いたしました。息の合った掛け声とパフォーマンスにとても元気をいただきました。いよいよ４月８日から新学期がスタートしますが、新着任の教職員と新１回生の皆様が加わった新しい下関中等教育学校がスタートするのが今から楽しみでございます。,https://lh3.googleusercontent.com/cn8ti2BxkuFHyXSQi3ucBDuTJnttPNTX8q48_t6tdNVwYIMnMoX9DUHLg3XLXDwIWzl4XxEtFyle0BN2eXHtSHxDhGGYu8IVZUvcMC50TaMPgYnv-mdjILGBoU09Xc5OMA=w1280,https://lh3.googleusercontent.com/yhWyJ_KXqYwParBW9yMr3vtTxhohLnChgoaKAlpDjaO8UE3gemhXdZwuisSfreWG14E40izSb9dz9lA_GjcUqPJzMCDX-GtbEStwG8unQe9RiKRl8dhhiP29ic3QTdhOww=w1280,https://lh5.googleusercontent.com/u-f_DIKvC7iKz3i5Q6YXtH_7djA55ZVSkJzmte9xkqRwEFamCoPfaX7lNPT6n0XrXp0Wk-xdmoHxZPqMfmv93uHmZ-4lFojnRSMkxdjC0YFl_TX8vtPawtD1BzD9JqbiQQ=w1280
令和７年４月８日,着任式・始業式,４月８日に、着任式と始業式が行われました。今年度の新学期を迎えるにあたり、新しく２４名の教職員が加わりました。生徒の皆様にとっても新しいクラスの仲間たちと新たな気持ちで学び始める日となりました。,https://lh4.googleusercontent.com/AIKrRhOqMtAv-c5oAjVqSnf9SG1zR3h845uz8nsC9H5arLTNJqvQ42a6z98ljg9MeoV6paUB3yGX_cVVUuy-Dlz9dU81x1bzNCCDh1xkRM5GOP4RZ6ATCbw3VhKpC4WYrw=w1280,https://lh4.googleusercontent.com/5gE1VB5auh9regb5BOZXb2T2rwKa485hHglSaGTngDGrlIS6zCeL1o5fPUVZoUOABC9Xi0BLG_qZyO5Y7DhazSL9zjdJSwKcPcYgmqxdZXcTDNo3Wt1Be0Qc76r8eV0_=w1280,https://lh5.googleusercontent.com/cpy95FAsVHxMylu-pOczVZvZsgONaA75iJB8wDiiSKsVoLHuvQ_S4F-vIIBys4B0A4bimo7ILdrmYQkkkJq13gc6OHiUgQeELbXnn_2-5dv5uHvy5GhPkbSxuGt_xsL4uQ=w1280
令和７年４月８日,入学式,４月８日に、暖かな春の日差しのもと、１０５名の新入生の皆様を迎えて入学式を挙行いたしました。式の後はチューターごとに最初のホームルームを行い、チューターの先生から新しい学校生活についての話を受けました。本日から、下関中等教育学校の生徒としての生活が始まります。これからの６年間で心身ともに大きく成長していくことを期待しております。,https://lh4.googleusercontent.com/zMsVr9nWfdEQDXOY9ozeQDHMcoiw0-W5ya0RqfEbAQcVKmIk5voBPjrscZWAx_rVQhNFbGELAnQBkuanI93r5B-rUTA-tlPWvKH9d0iHZhZDru8O-PDFt8Z1ZYttrunX=w1280,https://lh4.googleusercontent.com/GlfD1SPYCWxLWv_jKSYrELLTGnij_oYZYcTRyGaX0mXF3OIuAXL-zZYNbC5VnIH0_8W5YLysHrisJkaYtkKcaFiwUoEeCg7jMNxZiuKbWDH9vwHnB-uTN4zKEUQg9VPylA=w1280,https://lh3.googleusercontent.com/qqptARGojBT0n2xahxvVum76VbEsme6KvpjCT68pZf8ZpoyPaGclaehJm97SfrVFUaxpFd9fh45IlnRdgTHpMphWMEbAA_LUbHwty2EVJZoAO41-7b3O-T1bjHySD65wpg=w1280
令和７年４月８日,着任式・始業式 (重複記載),４月８日に、着任式と始業式が行われました。今年度の新学期を迎えるにあたり、新しく２４名の教職員が加わりました。生徒の皆様にとっても新しいクラスの仲間たちと新たな気持ちで学び始める日となりました。（同日の午前にも同様の内容が記載されております）,https://lh6.googleusercontent.com/Mk_B_PIh22dWxHcZdwaJGRX-VAIgBh3XE1-3KlGj3Zo3mgb97rY1qBNEP3KNnEKm1qNSWBc1z9y9PigRqwXk0ODRF-vH3lA6sOYRN5VF48OdT5Ntu6jstbtVD2gydMS_uw=w1280,https://lh6.googleusercontent.com/g6bqOcyJZ5uzcanmXccPOXd9xODsj4ZyRxrzJwrhBE_cjVDESaMIxN7z6aNcf7x-WdX9xka3png6JULH9KU0rBHR7lLVtmq2FC0Pt4b6PXOWgQhNH4Xdto6mb1AWDDoS0w=w1280,https://lh6.googleusercontent.com/ULycxws2R29r2Q1I-qPSnJ8MSvK8LNcW2PlipFqDMt2zW6jPfAv4CkmJe2DD1ywAN5uDEU4w39MhH_AWKx04l5_xDyJa_cfF0k1Otp2WLZGeupQFEfjJZAs5bhRgWLvO8Q=w1280
令和７年４月９日,対面式,本日、新入生の皆様と在校生の対面式が行われました。２～６回生の温かい拍手で迎え入れられ、緊張も少し和らいだように思われました。明日からは部活動見学も始まり、少しずつ先輩と関わる機会が増えてきます。中等生の伝統を少しずつ先輩の姿から学んで、早く学校に慣れていけるといいですね 1 。,https://lh5.googleusercontent.com/ofds3cXaDZxdgykiXTVpxYxE6L4IHTv4SJvpzVIhf1xshI4otEimszZCIQqFug-Jkc0xiF1RjVeDhUHFWbdMAmBLBohLzjf1BLonRAVKcWVjfdA2fMBtTkGm5T3STGVPOA=w1280,https://lh5.googleusercontent.com/ofds3cXaDZxdgykiXTVpxYxE6L4IHTv4SJvpzVIhf1xshI4otEimszZCIQqFug-Jkc0xiF1RjVeDhUHFWbdMAmBLBohLzjf1BLonRAVKcWVjfdA2fMBtTkGm5T3STGVPOA=w1280,https://lh5.googleusercontent.com/ns5kPD_y8I0wfkGnJeaZ8-xubicaUVf5JsqZ-3jLNpRuDYvl8uarSmWZ1DQRvRG5-fnNOSNMj1w2ld2erRh8tj6eYkvbjC010jwo6TjAgENHy1eGjFbddOQ8OIMhjOnNEw=w1280
令和７年４月１０日,歓迎会・部活動紹介,本日、1回生同士の人間関係づくりを目的とした歓迎会が生徒会主催で行われました。歓迎会では、チューターごとに自己紹介をしたり、○×クイズをしたりと交流活動が行われました。また、部活動紹介も行われ、各部活動の趣向を凝らした発表を見た後、部活動体験に多くの1回生が参加しておりました。,https://lh5.googleusercontent.com/unlvqiGNBf1kNiaWeXHTL9S_oFut_aBnwVJdp1_WjcnMdxMhKFWpGtmuV0aA8KIBEFbzZvtaslVaj0Ov6VcCAoCfY576Oh3MjUhOex3h-TTpaS7Jcbfrjd51ei5GMETHQQ=w1280,https://lh6.googleusercontent.com/nrgKKUYMG-xjqipUEeRuUBS2-sLYMQo90c2CA2iPISkEXZ5Bh59x0xbWvv-okw_f4dFI1L7WJFprRi4sx9yoaBSIyQ3cV7f8RcWN3uw2OD0Kd-XNLktdi3jCGAlCyx1p-A=w1280,https://lh6.googleusercontent.com/pSqO2iuBzKhCihUA-fv9cDZk4D5jMTBF4Z0Db9zCTWREFkP0GR8VHVz7GGuz6ram8kx419SfK7FWGIvCqe3dhaifMOx5A3E1KcuP_kmVVQqHj5mmjl9AADeFlJVWwgOBqQ=w1280
令和７年４月１６日,給食準備,各クラスで新しいメンバーのもと、給食準備を毎日行っております。少しずつですが声を掛け合って手際が良くなっている様子が見られました。それぞれが役割を果たして、よりチームワークを高めていってほしいものでございます。,https://lh5.googleusercontent.com/oQDXo0mQCfkeXnD861xDuuJVFM8uyWAjoO6Q5UoxX50m7BbaPoBuU56OJUbjQx2pci_L0j__kTU6LWgnEVy6Fvh0g3imUQOC8tSOkB5Y_aXAzA8eyqJJsSkcWsnaPr3TnQ=w1280,https://lh6.googleusercontent.com/cLwiCx-_HWIm2FSAWRSfNDjokIUset0XwsMHw6RfogzSvibfZDiw7T06MLgVFAltLMh0Sw4NfO-3ksfscWyxyhe5Osr1kMnujtuAnBS1Tslc38EUuGEhZcMTWRIbrLBDxA=w1280,
令和７年４月１７日,山口学習支援プログラム・全国学力調査,本日は、前期生の皆様で山口学習支援プログラムと全国学力調査が行われました。1回生の皆様は初めて端末を使った試験を行いました。少しずつ活用して、学習のお助けになればと思います。,https://lh3.googleusercontent.com/8Z8dZ5rU0FFXuHyB8TU2dzPeshPPHGbKFy03vPP_Ei4hdGMw53-1Na8LF5DAWR7ntA9_VKlWSvQlPzbOClsfBC-ZJXDTNmXSXfNqWwlarMCP9tYry9QnOx2B8WwTA8uqYA=w1280,,
令和７年４月１９日,演劇部新入生歓迎講演「地図屋と銀ライオン」,4月19日（土）の午後から、本校コミュニケーションルームにて、演劇部が新入生歓迎公演として成井豊・成井稔作「地図屋と銀ライオン」を上演いたしました。後期生のサポートを受けながら、前期生を中心に構成された、冒険とロマンあふれる素敵な舞台でございました。ご来場いただいた皆様、誠にありがとうございました！,https://lh6.googleusercontent.com/M4UuWWai3yn5rtJFDe5cjjxO-Oud-kV1PDVhJ30F6ENuzaEwaNP_WH7nDIS0-mauwCORJduqsLjMsLm9lGwyx6SkeJTqzrWwSe3h7Y8YTT1E-mHXNX7Hu5vLsaELM5kuyQ=w1280,https://lh3.googleusercontent.com/0OPkNPaRgwldwZ5X-VLnBp-7mLOegnsBHtjr3ikskn3A82kRE4OPr5e_Yuvb1m_bSttHlakfsn70J8VbtLGsmrpHacJUfL_zMkG7Dg0r1njuUKQjJCBdcIXg4Ke3iQt6LA=w1280,https://lh6.googleusercontent.com/VkU5WKi8U1blQR3hFx64Fv2w7yQa3ahpzB8eYkdXizxdC9gX32tdPe0Pde8y3HvoKUcG4neL2iVmmvaL2JD7odIUMo-COJn_OtwkmwmekqyhCoMpPYrqwtaszVXf1nqttw=w1280
令和７年４月２２日,生徒総会,4月22日に生徒総会が行われ、1回生の皆様にとっては初めての生徒会活動となりました。今年度の生徒会予算や旦陵祭テーマについての説明といった難しい内容も多かったですが、先輩の姿を見て、自分たちで学校の行事や活動を運営していこうとする意欲を高めてもらえたら嬉しく思います。また、2か月後の旦陵祭がテーマパークをテーマとした「煌　青春のone day passport」に決まりました。どんな旦陵祭になるのか、今から楽しみです。,https://lh3.googleusercontent.com/vstoHw-J2_xapLZPa-TrMO96LgGKNGUWfjgNx1fBFvHyp5rXzOYwrwHGm8EfLOd49j3lkNLBxRJknzUDdxT_qAZ6gVDlkBZjbAANqEVg875z5dlEcYCwh79Pd4WYe3GnUw=w1280,https://lh6.googleusercontent.com/fYs1O4YZDcvVVtRB2dmiVsku4umM8xvw8XxUziw7oBQz3t5_T36Y0R_d8Mw82rh3vzL1RwXwL0VnEAwBNFrnaJGGUaxpCuyStZHTDUNa7AIwbM0RSL1VS5DiWIWVpdGNaw=w1280,https://lh4.googleusercontent.com/HTgz-c4F261caNji8ObqbP4TsspCsMR3ylonYJi_ocgJVxHwh8ba6jVKOUTntmI0j8ilztXpsPkNBjKYxCG4xDIunZonL3c-Ek0znXdqz47_NnwK4qr3c7p_BGiOmDawzQ=w1280
令和７年４月２４日,春の大会結果,【後期ハンドボール部】
・中国高等学校ハンドボール大会山口県予選会
１回戦　下関中等　対　徳山　46-27　勝利
２回戦　下関中等　対　岩国　25-26　敗退
【前期バスケットボール】
・下関市中学校春季体育大会
1試合目　下関中等・文洋　対　日新中　21-96　敗退
2試合目　下関中等・文洋　対　向洋中　16-78　敗退
【前期バレーボール】
・下関市中学校春季体育大会
1回戦　下関中等０－２川中　（1セット8-25, 2セット10-25）　敗退
【前期陸上競技】
・下関市中学校春季体育大会
西　男子1500m第２位・3000m第２位
金子　女子800m第２位
中村　走幅跳第２位
安村　男子200m第２位
【後期硬式テニス部】
・第65回中国高校テニス選手権大会山口県予選会
女子個人　シングルス：福田　久保井　ベスト32（県総体出場権獲得）
ダブルス：石田・福田ペア　ベスト16
男子個人　シングルス：川崎　2位　土居　山田　ベスト32（県総体出場権獲得）　
ダブルス：川崎・山田ペア8位　土居・高瀬　ベスト16（県総体出場権獲得）
【前期硬式テニス部】
・下関市中学校春季体育大会
男子団体　１回戦敗退"
女子個人　シングルス：藤本　３位
ダブルス：阿江・大山ペア　優勝　　植田・石井ペア　３位
女子団体の部　優勝
【前期野球部】
・下関市中学校春季体育大会
下関中等　対　安岡中　0-26（５回コールド）　敗退
【後期弓道部】
・下関地区春季体育大会
男子団体（鈴木、三好、谷口、八坂、金子）　第２位
女子団体（石川、楫野、見國、佐田、嶋田）　第３位
男子個人　西島　８射７中　第１位
女子個人　嶋田　８射５中　同中競射による３位決定戦の結果第３位,,,
令和７年４月２５日,部活動仮入部,本日までが１回生の部活動仮入部期間でした。様々な部活動を見学して、６年間打ち込めるものを見つけて頑張ってほしいものです。,https://lh3.googleusercontent.com/54rk55rXzhgg938LECSLCeU24lQkrSGER6v9QJD4rVeg9m0RjsdKuQJ0Y2rBPiPS0UR98qAeq-FH7ZIMrl4nwfD90Pgte6CL-e5TqRLqcFyMBwaKZLYNV-C49sR8JGPOmw=w1280,https://lh3.googleusercontent.com/nBgaGDnM1lhgmD5UohHETNe7iXPRvCg7qXC31QDLFNnHYOFM4HsbtVLhCTf21vD5PY64cet4OENcGFXL3fKd1twWD9hcnnREX-yp05CbKU-34Mm6rlFNBIHKPc5CE887Mw=w1280,https://lh4.googleusercontent.com/ouKVi0BY3Bm_A82H54jstchn9MMxrEwowYL2YEFJ_PVXKll0rDQss5LKqXJjaZhcVmYCuy9SJIFeRagKh-xom8q3KZaR5fOWamYI1NMwnR96w8K1yFp2vg9Yq6ahNuCtUQ=w1280
